dataset,model,correct_format_count,correct_formats,num_samples,share_all,share_oracle_solvable
spreadsheet,gemma-4-12B-it,2,json_cells+excel_1_image,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,2,json_rows+excel_1_image,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,2,latex+markdown,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,2,markdown+json_cells,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,3,latex+markdown+json_cells,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,3,latex+markdown+json_rows,4,0.01,0.012698412698412698
spreadsheet,gemma-4-12B-it,2,latex+json_cells,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,2,latex+json_rows,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,3,json_cells+image+excel_1_image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,3,json_cells+json_rows+image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,3,latex+markdown+image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,4,latex+json_cells+image+excel_1_image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,4,latex+markdown+json_rows+excel_1_image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,5,latex+json_cells+json_rows+image+excel_1_image,3,0.0075,0.009523809523809525
spreadsheet,gemma-4-12B-it,1,markdown,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,2,latex+excel_1_image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,2,latex+image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,2,markdown+image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,3,latex+json_rows+excel_1_image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,3,latex+markdown+excel_1_image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,3,markdown+json_cells+excel_1_image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,4,latex+json_rows+image+excel_1_image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,4,latex+markdown+json_cells+image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,4,latex+markdown+json_rows+image,2,0.005,0.006349206349206349
spreadsheet,gemma-4-12B-it,2,json_cells+image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,2,markdown+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,2,markdown+json_rows,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,3,json_rows+image+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,3,latex+json_cells+image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,3,markdown+image+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,3,markdown+json_rows+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,4,json_cells+json_rows+image+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,4,latex+markdown+json_cells+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,4,markdown+json_cells+image+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,4,markdown+json_cells+json_rows+image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-12B-it,5,latex+markdown+json_rows+image+excel_1_image,1,0.0025,0.0031746031746031746
spreadsheet,gemma-4-26B-A4B-it,6,latex+markdown+json_cells+json_rows+image+excel_1_image,135,0.3375,0.40298507462686567
spreadsheet,gemma-4-26B-A4B-it,0,none,65,0.1625,0.0
spreadsheet,gemma-4-26B-A4B-it,5,latex+markdown+json_cells+json_rows+excel_1_image,23,0.0575,0.06865671641791045
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+json_cells+json_rows,16,0.04,0.04776119402985075
spreadsheet,gemma-4-26B-A4B-it,1,json_cells,11,0.0275,0.03283582089552239
spreadsheet,gemma-4-26B-A4B-it,5,markdown+json_cells+json_rows+image+excel_1_image,10,0.025,0.029850746268656716
spreadsheet,gemma-4-26B-A4B-it,1,markdown,9,0.0225,0.026865671641791045
spreadsheet,gemma-4-26B-A4B-it,5,latex+markdown+json_cells+image+excel_1_image,8,0.02,0.023880597014925373
spreadsheet,gemma-4-26B-A4B-it,2,latex+json_rows,7,0.0175,0.020895522388059702
spreadsheet,gemma-4-26B-A4B-it,3,latex+json_cells+json_rows,7,0.0175,0.020895522388059702
spreadsheet,gemma-4-26B-A4B-it,4,markdown+json_cells+json_rows+excel_1_image,7,0.0175,0.020895522388059702
spreadsheet,gemma-4-26B-A4B-it,5,latex+json_cells+json_rows+image+excel_1_image,6,0.015,0.01791044776119403
spreadsheet,gemma-4-26B-A4B-it,1,latex,5,0.0125,0.014925373134328358
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+json_cells+excel_1_image,5,0.0125,0.014925373134328358
spreadsheet,gemma-4-26B-A4B-it,1,json_rows,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,2,latex+markdown,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,2,markdown+json_cells,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,2,markdown+json_rows,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,3,markdown+json_cells+excel_1_image,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,4,latex+json_cells+image+excel_1_image,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,4,markdown+json_cells+json_rows+image,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,5,latex+markdown+json_rows+image+excel_1_image,4,0.01,0.011940298507462687
spreadsheet,gemma-4-26B-A4B-it,1,excel_1_image,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,2,json_cells+json_rows,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,2,latex+json_cells,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,3,latex+json_rows+image,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,3,latex+markdown+json_rows,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,3,markdown+json_cells+json_rows,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,4,json_cells+json_rows+image+excel_1_image,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+json_cells+image,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+json_rows+excel_1_image,3,0.0075,0.008955223880597015
spreadsheet,gemma-4-26B-A4B-it,3,json_cells+json_rows+excel_1_image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,3,latex+markdown+excel_1_image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,3,latex+markdown+image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,3,markdown+image+excel_1_image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+json_rows+image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,5,latex+markdown+json_cells+json_rows+image,2,0.005,0.005970149253731343
spreadsheet,gemma-4-26B-A4B-it,1,image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,2,image+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,2,json_cells+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,2,latex+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,2,markdown+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,2,markdown+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,3,json_rows+image+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,3,latex+markdown+json_cells,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,3,markdown+json_cells+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,3,markdown+json_rows+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,4,latex+json_cells+json_rows+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,4,latex+json_cells+json_rows+image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,4,latex+markdown+image+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,4,markdown+json_cells+image+excel_1_image,1,0.0025,0.0029850746268656717
spreadsheet,gemma-4-26B-A4B-it,4,markdown+json_rows+image+excel_1_image,1,0.0025,0.0029850746268656717
